recipe_id,name,category,cuisine,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,calories_per_serving,rating,ingredients,instructions,author,date_created,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,is_full_meal,is_lunch,is_dinner,is_sweet
111,Homestyle Middle Eastern Dinner,Dinner,Middle Eastern,Raw,Hard,37,158,195,11,357,3.7,"garlic, fish, chicken, beef, vegetables, rice, pasta, potatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ethan Simon,2025-08-19,True,False,True,True,False,False,True,True
112,Korean Snack,Snack,Korean,Microwaving,Medium,5,62,67,11,522,3.9,"pepper, beef, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Carlos Garcia,2024-01-19,False,False,True,False,False,True,False,False
113,Homestyle Vietnamese Breakfast,Breakfast,Vietnamese,Grilling,Easy,13,85,98,2,361,4.2,"pepper, oil, onion, toast, milk, eggs, cereal, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kevin Rodriguez,2025-08-09,True,True,True,True,False,True,True,False
114,Thai Salad,Salad,Thai,Slow Cooking,Hard,7,88,95,3,766,4.4,"salt, oil, butter, lettuce, nuts, cucumbers, dressing",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Robert Gray,2024-10-03,True,False,False,True,False,True,False,False
115,Traditional Italian Dessert,Dessert,Italian,Sautéing,Easy,28,105,133,9,788,4.3,"pepper, oil, garlic, flour, cream, eggs, sugar",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Emily Brandt,2023-11-08,False,False,True,True,True,True,True,True
116,Traditional Korean Dessert,Dessert,Korean,Frying,Medium,21,101,122,7,550,4.3,"onion, garlic, oil, chocolate, sugar, cream",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Alyssa Gibson,2023-10-30,False,True,False,False,False,True,True,True
117,Traditional Mexican Lunch,Lunch,Mexican,Roasting,Medium,20,40,60,5,683,3.1,"onion, butter, pasta, fish, vegetables, chicken, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Mr. Caleb Martinez Jr.,2024-10-09,False,False,False,False,False,True,True,False
118,Thai Dinner,Dinner,Thai,Frying,Easy,58,79,137,8,229,3.5,"garlic, butter, vegetables, rice, beef, chicken, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Amanda Wilkins,2024-08-08,False,True,False,True,True,False,True,False
119,Authentic Italian Breakfast,Breakfast,Italian,Frying,Easy,36,152,188,6,326,4.9,"salt, pepper, oil, eggs, cereal, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jennifer Garza,2024-10-06,True,False,False,False,True,True,False,True
120,Traditional Vietnamese Soup,Soup,Vietnamese,Slow Cooking,Medium,52,52,104,7,647,4.7,"onion, salt, beans, broth",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Clinton Nichols,2025-06-26,False,True,True,True,False,True,True,False
121,Homestyle Italian Salad,Salad,Italian,Sautéing,Hard,26,160,186,5,471,3.4,"onion, garlic, nuts",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jennifer Shaw,2024-11-18,True,False,True,True,True,True,False,False
122,Classic Mediterranean Salad,Salad,Mediterranean,Grilling,Easy,24,163,187,3,218,4.9,"garlic, pepper, dressing, cucumbers, lettuce, cheese, tomatoes, nuts, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Margaret Hooper,2024-11-04,False,False,False,False,False,True,False,False
123,Authentic Italian Soup,Soup,Italian,Baking,Hard,53,130,183,5,723,4.7,"oil, garlic, beans, herbs, grains, vegetables, meat",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Paul Paul,2025-06-23,True,False,False,True,False,True,True,False
124,Authentic Italian Lunch,Lunch,Italian,Boiling,Medium,34,174,208,12,172,3.4,"oil, chicken, vegetables, pasta, fish, beef, rice, spices, tomatoes, spinach, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Paul Mckenzie,2024-05-04,False,False,False,True,True,True,False,False
125,Authentic American Lunch,Lunch,American,Microwaving,Hard,57,137,194,11,625,4.1,"pepper, beef, vegetables, pasta, chicken, fish, rice, mushrooms, bell peppers, herbs, spices",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Charles Frank,2024-03-17,False,False,True,True,False,True,False,False
126,Homestyle Greek Salad,Salad,Greek,Grilling,Easy,49,25,74,7,781,4.7,"salt, butter, pepper, lettuce, dressing, nuts",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tonya Hernandez,2025-07-23,False,True,False,False,True,True,True,False
127,Authentic Spanish Soup,Soup,Spanish,Steaming,Medium,54,66,120,10,392,3.1,"onion, meat, grains, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Shawn Solis,2024-09-15,True,False,False,True,False,True,True,False
128,Traditional Thai Appetizer,Appetizer,Thai,Boiling,Medium,6,140,146,2,458,3.6,"pepper, oil, bread, crackers, dips, nuts, cheese, olives, tomatoes, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,James Tran,2024-08-07,False,False,True,True,False,True,True,False
129,Italian Appetizer,Appetizer,Italian,Roasting,Easy,22,17,39,5,455,4.9,"pepper, bread, nuts, crackers, dips",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tammy Murray,2024-05-15,True,True,True,False,False,True,True,False
130,Traditional French Appetizer,Appetizer,French,Sautéing,Medium,43,31,74,5,187,4.7,"onion, oil, cheese, olives, dips, crackers, nuts, bread, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Justin Randolph,2025-03-27,False,False,False,True,False,True,True,False
131,Traditional French Salad,Salad,French,Slow Cooking,Easy,45,44,89,9,709,3.3,"garlic, nuts, cheese, lettuce",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Misty Gill PhD,2024-06-25,True,False,True,True,True,True,False,False
132,Classic Mexican Salad,Salad,Mexican,Raw,Hard,14,159,173,12,297,3.5,"pepper, lettuce, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Edward Hicks,2025-04-23,True,False,False,True,False,True,False,False
133,Traditional Italian Soup,Soup,Italian,Raw,Medium,13,178,191,3,393,3.5,"butter, grains, vegetables, beans, broth, meat, herbs, lime, lemon, onions, carrots, mushrooms",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michele Mcclure,2024-05-26,False,True,True,False,False,True,True,False
134,Italian Appetizer,Appetizer,Italian,Raw,Hard,33,12,45,2,755,3.3,"salt, dips, crackers, olives, bread, nuts, cheese, spices, bell peppers, lemon, mushrooms",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Patricia Marshall,2024-08-07,False,False,False,False,False,True,True,False
135,Authentic Middle Eastern Snack,Snack,Middle Eastern,Sautéing,Easy,10,11,21,10,290,3.9,"garlic, oil, onion, rice, beef, pasta, vegetables, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Francisco Montgomery,2024-04-01,False,False,True,True,True,True,False,False
136,Homestyle American Beverage,Beverage,American,Sautéing,Hard,5,58,63,2,315,3.6,"pepper, tea, alcohol, coffee, juice, water, soda, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kimberly Bell,2024-06-21,True,True,False,False,True,False,False,False
137,Classic Indian Beverage,Beverage,Indian,Frying,Medium,39,48,87,11,249,3.9,"butter, onion, juice, soda, water, tea, coffee",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Dr. Robert Gay,2023-12-16,False,False,True,True,False,False,False,False
138,American Beverage,Beverage,American,Raw,Easy,23,95,118,11,717,4.7,"pepper, juice, water, tea, coffee, alcohol",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Brian Rollins,2024-04-24,False,False,True,True,False,False,False,False
139,Mediterranean Dinner,Dinner,Mediterranean,Frying,Easy,21,108,129,4,761,3.4,"pepper, pasta, beef, rice, vegetables, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Heather Hernandez,2024-01-22,False,True,False,False,True,False,True,False
140,Indian Appetizer,Appetizer,Indian,Frying,Easy,59,64,123,10,482,3.7,"salt, cheese, crackers, nuts, dips, bread",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,William Gray,2024-02-13,False,True,False,False,False,True,True,False
141,Traditional Italian Snack,Snack,Italian,Boiling,Hard,54,86,140,1,170,4.6,"pepper, beef, vegetables, rice, pasta, fish, chicken, potatoes, mushrooms, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Brandon Dixon,2024-08-22,False,False,True,True,False,True,False,False
142,Traditional Mexican Lunch,Lunch,Mexican,Microwaving,Hard,22,133,155,4,382,4.2,"oil, garlic, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michael Hernandez,2024-07-08,False,False,False,False,False,True,True,False
143,Vietnamese Beverage,Beverage,Vietnamese,Boiling,Hard,53,168,221,5,583,3.2,"onion, soda, tea, alcohol, water, coffee, juice, spices, spinach, lime, potatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Brandon Benitez,2025-01-24,True,False,False,False,False,True,True,False
144,Traditional Italian Soup,Soup,Italian,Grilling,Hard,36,84,120,6,254,3.9,"butter, onion, oil, meat, broth, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Mark Bailey,2024-04-24,True,True,True,False,False,True,True,False
145,Homestyle Vietnamese Breakfast,Breakfast,Vietnamese,Boiling,Medium,30,67,97,1,360,4.6,"pepper, oil, garlic, fruits, eggs, milk, cereal",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Patricia Farley,2023-12-02,True,True,False,True,True,False,False,True
146,Traditional Italian Dinner,Dinner,Italian,Baking,Medium,12,72,84,7,242,3.3,"onion, pepper, butter, vegetables, beef, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tiffany Chen,2025-02-24,False,False,False,False,True,True,True,False
147,Classic Chinese Snack,Snack,Chinese,Baking,Hard,18,23,41,3,519,4.2,"salt, pasta, beef, vegetables, fish, chicken, rice, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Rick Madden,2024-03-31,False,True,True,False,True,True,True,False
148,Authentic French Dinner,Dinner,French,Raw,Hard,57,144,201,3,768,4.7,"salt, chicken, pasta, beef, vegetables, fish, rice, carrots, spinach, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Justin Dixon,2024-01-01,False,True,True,False,False,True,True,False
149,Chinese Beverage,Beverage,Chinese,Roasting,Hard,54,50,104,10,552,3.5,"pepper, salt, alcohol, coffee, soda, tea, water, juice, mushrooms, potatoes, spinach, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Cassandra Johnson,2024-05-22,True,False,False,False,False,True,True,False
150,Authentic Greek Snack,Snack,Greek,Baking,Hard,28,33,61,1,458,4.3,"onion, vegetables, rice, chicken, fish, beef, pasta, spinach, tomatoes, herbs, lemon, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jacqueline York,2024-09-17,True,False,True,True,False,True,False,False
151,Authentic Vietnamese Breakfast,Breakfast,Vietnamese,Roasting,Easy,43,66,109,5,513,3.0,"salt, pepper, eggs, toast",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Andrea Clark,2023-10-15,False,True,False,False,True,False,False,False
152,Authentic Thai Appetizer,Appetizer,Thai,Slow Cooking,Easy,47,11,58,3,647,4.8,"oil, crackers, nuts, dips, olives",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Laurie Li,2024-09-20,True,True,False,True,False,True,True,False
153,Traditional Italian Beverage,Beverage,Italian,Raw,Hard,22,120,142,8,294,4.4,"onion, oil, garlic, water, soda, alcohol, tea, juice, coffee, spinach, tomatoes, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Edwin Deleon,2024-06-25,False,True,True,False,False,True,True,False
154,Classic Greek Snack,Snack,Greek,Raw,Hard,53,88,141,9,596,3.4,"salt, rice, chicken, beef, fish, pasta, vegetables, carrots, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ashlee Cline,2025-09-02,True,True,False,False,False,True,True,False
155,Classic Mediterranean Dinner,Dinner,Mediterranean,Frying,Easy,38,37,75,7,282,4.5,"salt, fish, chicken, rice, vegetables, pasta, beef, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Natalie Parks,2025-10-01,False,True,True,True,False,True,True,False
156,Authentic Vietnamese Dessert,Dessert,Vietnamese,Sautéing,Medium,9,10,19,2,676,5.0,"pepper, eggs, chocolate, cream, fruits, sugar, flour, potatoes, spinach, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Brandon Wilkinson,2025-06-29,True,False,True,False,True,True,True,True
157,Classic Vietnamese Lunch,Lunch,Vietnamese,Frying,Easy,5,26,31,3,538,3.7,"oil, fish, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Steven Perkins,2023-12-04,False,False,True,False,True,True,False,False
158,Authentic American Beverage,Beverage,American,Frying,Hard,41,73,114,5,462,3.5,"oil, salt, butter, soda",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Edward Edwards,2024-08-16,False,False,False,True,True,False,False,False
159,Classic Indian Main Course,Main Course,Indian,Sautéing,Easy,8,179,187,1,708,3.8,"oil, rice, chicken, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Adrian Giles,2024-03-12,False,False,True,True,True,True,True,False
160,Homestyle Thai Salad,Salad,Thai,Roasting,Hard,6,71,77,8,447,3.6,"salt, pepper, butter, nuts, dressing, lettuce",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Matthew Torres,2023-11-28,False,False,False,False,False,True,False,False
161,Classic Vietnamese Salad,Salad,Vietnamese,Boiling,Medium,17,96,113,12,528,3.4,"oil, salt, pepper, nuts, dressing, tomatoes, cheese, cucumbers, lettuce, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Daniel Hooper,2025-02-11,True,False,True,True,False,True,True,False
162,Classic Middle Eastern Lunch,Lunch,Middle Eastern,Roasting,Hard,54,92,146,12,219,3.4,"butter, pasta, fish, vegetables, rice, beef, chicken, lime, tomatoes, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Christine Lee DVM,2025-03-30,True,True,False,False,True,True,True,False
163,Authentic Italian Dessert,Dessert,Italian,Roasting,Hard,19,177,196,8,591,4.0,"garlic, onion, flour, cream, sugar, chocolate",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Scott Rice,2025-08-30,False,False,False,False,False,True,False,True
164,Homestyle Italian Breakfast,Breakfast,Italian,Frying,Hard,11,91,102,10,779,3.9,"butter, salt, oil, eggs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ashley Haynes,2023-11-19,True,True,False,False,True,False,True,False
165,Mediterranean Dessert,Dessert,Mediterranean,Slow Cooking,Easy,42,86,128,5,481,3.2,"garlic, onion, butter, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Philip Mcintyre,2024-01-18,True,True,False,False,False,False,True,True
166,Traditional Thai Dinner,Dinner,Thai,Slow Cooking,Medium,30,144,174,5,518,3.5,"garlic, beef, vegetables, rice, fish, chicken, pasta, carrots, potatoes, spinach, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Paula Martin,2023-11-18,False,True,False,False,False,False,True,False
167,Homestyle Italian Snack,Snack,Italian,Baking,Medium,33,58,91,5,793,4.0,"oil, pepper, pasta, beef, vegetables, rice, chicken, fish, onions, carrots, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,John Montgomery,2023-12-05,True,True,True,True,True,False,True,True
168,Spanish Beverage,Beverage,Spanish,Slow Cooking,Medium,28,82,110,4,477,4.0,"onion, water, alcohol",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Monica Martinez,2024-12-18,False,False,True,False,False,True,True,False
169,Authentic Vietnamese Breakfast,Breakfast,Vietnamese,Grilling,Medium,42,38,80,12,425,4.3,"salt, pepper, fruits, cereal, eggs, milk, toast, bacon, spinach, onions, tomatoes, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Aaron Mack,2024-06-01,True,True,False,True,False,False,False,False
170,Classic French Beverage,Beverage,French,Roasting,Easy,29,12,41,10,789,3.5,"pepper, soda, juice, water, alcohol, coffee, tea, herbs, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Suzanne Thomas,2024-11-10,False,False,False,True,False,False,True,False
171,Traditional French Dessert,Dessert,French,Roasting,Medium,38,37,75,10,184,4.3,"oil, onion, eggs, flour, sugar, fruits, cream, chocolate, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jessica Bonilla,2025-07-01,False,False,False,True,False,False,True,True
172,Authentic Italian Dinner,Dinner,Italian,Raw,Medium,7,64,71,7,180,4.7,"salt, chicken, vegetables, pasta, fish, beef, rice, spices",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Dakota Stone,2024-10-20,True,False,False,False,True,False,True,False
173,Traditional Italian Beverage,Beverage,Italian,Roasting,Easy,58,41,99,10,448,4.6,"oil, salt, alcohol, tea, water, juice, soda, coffee, bell peppers, tomatoes, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Caroline Higgins,2023-11-10,False,True,True,True,False,False,False,False
174,Homestyle Greek Snack,Snack,Greek,Baking,Easy,9,56,65,10,575,3.2,"butter, fish, rice, chicken, pasta, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Roger Hawkins,2025-01-26,False,False,False,True,True,True,False,False
175,Homestyle American Salad,Salad,American,Steaming,Medium,46,42,88,2,571,4.9,"garlic, salt, lettuce, cheese, cucumbers, nuts, dressing, tomatoes, lime, spices, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Amanda Oneill,2023-10-10,False,False,True,True,True,True,False,False
176,Mediterranean Lunch,Lunch,Mediterranean,Sautéing,Medium,40,60,100,10,587,3.8,"pepper, salt, rice, chicken, fish, pasta, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ryan Velasquez,2024-09-06,False,False,True,False,True,True,False,False
177,Classic Vietnamese Appetizer,Appetizer,Vietnamese,Roasting,Easy,45,73,118,12,484,4.3,"salt, olives, bread, cheese, nuts",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Martin Garcia,2024-08-08,False,True,False,True,False,True,True,False
178,Homestyle Mexican Soup,Soup,Mexican,Slow Cooking,Easy,7,129,136,11,220,3.8,"oil, butter, meat, grains, beans, broth, herbs, vegetables, mushrooms, potatoes, tomatoes, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kimberly Ross,2025-02-22,False,False,True,True,False,True,True,False
